2720833	1184986	8547006	1143959	6338466
7616208	8478820	6629227	1351385	8680733
221682	4844906	402269	3439764	9302209
4033626	4078684	2659704	2320615	9442216
7301315	2973173	3294214	7408614	7443706
1349395	4401634	6454829	2474873	3259635
4541190	5862834	1551516	4387501	7277420
4771613	5706498	6939018	1934443	9465017
840013	9077798	8887093	6441173	5266473
6366418	691798	230591	8196423	9315422
5983529	3572519	6905022	2830053	611226
9142618	7032734	4115643	3965163	4659781
8948710	5594467	5387946	2392899	4517932
1364344	4786208	5046422	2133570	5716993
573511	5679840	8986250	3543865	1427160
9369455	8372575	2033263	9212414	1673610
1950313	7193396	1780658	5739426	7068940
8602134	451763	9216186	2433247	3237059
5799623	6107268	9010523	9168382	2667093
3430499	7327045	1703201	5103172	5170395
7840077	1439221	3085149	4092767	4200041
1055539	3729353	8711798	411581	6280623
4501963	1226873	6336684	3516747	9186685
2011827	635927	1269813	2191517	7629503
3253606	8116053	6276466	462550	5332949
4627587	3239285	7076101	7008366	9291159
3096061	7750714	5713930	8098581	927668
3641857	7048489	7225546	543176	9246114
8233125	7817758	7151106	3951288	5540533
5101093	2574505	3253415	951929	8617964
2358768	605032	3622824	7857034	3472919
8265889	5787012	5356919	5514554	7290690
4015986	460321	4042227	7238399	2353410
7425231	3796048	9259160	5259722	4833347
2891403	9556986	4248189	8169803	9470071
9055010	8366367	1415674	6119106	263431
1550357	9608314	9729649	3619495	4789698
162559	6349679	2742392	1007490	3638263
466703	1870433	885835	8658075	4275492
7961087	7028741	3632871	1344546	2399998
9733619	3335781	9316833	1344174	2392749
9452455	5685726	5376874	4811601	5139811
3663226	9429917	7754369	3217188	3186875
9522517	1986872	5449926	7665041	2145886
2848704	9183578	9692630	3183092	4816662
897517	14025	6530513	2261041	5061585
1993654	7894900	300852	9470606	7329346
6066888	7275593	6775595	9219671	2398946
644741	3197755	334275	6088637	4193249
2231930	4496175	2034820	7202229	9170944
1956814	6484349	9874640	5810949	285169
1381864	5243542	358348	1574897	7404878
7240273	9284107	3497709	7618179	5289627
1867502	9863711	9545979	2212932	355951
2257604	9077087	8606610	3694550	9947369
9911887	1610326	4346885	9526488	7473127
9452700	4750230	5964901	4915109	6471019
1630451	1993047	518711	5871268	5049967
1352402	3240555	9741783	5963583	4601971
1602974	947207	9222656	6340869	5690485
7654722	3068449	4949196	5522099	1592054
6321452	8767749	3059208	8837134	122699
7387407	8002806	7629278	7831041	339291
1149485	8655233	4348033	1912358	3634676
4138513	1602786	6686580	436627	648548
2741929	2496127	8203907	5157172	2536837
2570809	6174784	4935430	9082844	5101151
4708103	4791774	2242516	3310492	2727
5669320	6837609	3562372	5387622	4321376
3969986	5973117	807267	4710293	5658367
6288822	3743193	8409288	3911598	6365281
7242816	7745996	702505	8073443	5323672
1293326	1289846	3165858	2711919	2260457
3309029	2355716	4285592	8117963	8241104
507261	2385941	6461042	4142216	2201975
4070401	4725574	2818108	559837	2253613
1408388	6815926	8511222	7123067	3359020
9376797	7078725	4372397	4721315	5089672
6341872	4435342	6435770	4432734	5159925
4017376	2448906	9883000	9620059	5242123
2344795	7584080	7253553	8865875	1694954
1793547	2200572	7499664	1725893	2134078
2194253	3785117	1871134	3115033	6340725
1262107	2890676	5880076	6855956	6242986
1668418	9112143	1551806	3821276	15170
8814174	449704	6248390	7356570	5202308
447324	5750191	7276035	5466561	1795954
8010148	6400558	6519177	3299017	4308781
7312269	7637510	1108226	6433075	8482820
3496514	8743911	1265518	6604601	362475
8358138	3405504	2414831	3768074	801065
2815535	5755731	4607421	4005433	2999639
6237771	8724182	9273656	2209677	1140110
6097703	7001066	6270152	6769820	9951820
2847229	8146819	2501401	8449193	1236917
5179026	6307682	5348326	4375892	7400325
8510001	4816342	6439600	3345713	6086251
881080	7429828	5487664	1216823	2490326
8128564	925626	5175719	5308827	1079296
2499943	3057925	2544213	5832886	2850599
7856874	8938287	9833208	3173477	3437599
4544507	4806878	7843902	3816556	2544874
7760411	9841387	7157809	9246910	6689206
4039798	6748561	5709829	1589010	25648
6528041	5845778	5421821	6048488	6824463
6645115	4864084	865876	7525918	2816953
7297775	3308164	7814500	4599828	5231318
2308597	4229173	6989374	7754473	9256113
7321265	28401	751454	4123747	7652716
2115122	4118466	4343072	917803	6706293
1916336	2493381	5554916	6184582	4124888
3899070	5639910	7403261	2745458	4632872
5668007	1972919	2111125	9073488	1490749
4662219	8732959	8024276	2519535	8545566
6029150	5213685	2049744	6324568	7174250
9016047	8275163	4580127	6752786	120467
8138158	8019014	2733159	8253613	3148514
4859848	2147552	803302	9478522	640548
7254097	5552005	1696479	6718824	7446895
2375419	6261316	9099152	6804582	1751188
7489707	7565225	868656	9228847	5193034
7925599	6218390	6494302	6641256	7801509
912294	5745951	7552016	6823308	9741325
3427591	2446399	3882658	6277458	8605544
5101277	9151367	2293401	540462	4096730
2469644	1633531	9553643	8986098	3672736
8294614	8402318	3045889	7271295	5801922
9239039	5269205	442731	4580429	9491245
4925888	2427606	639199	9204920	9464377
3374554	9351198	4226969	1767986	5487179
6889047	7086813	7030560	9564944	2263453
9517289	5792581	1280568	6319588	7584461
8726352	495989	6804916	8081647	3617571
2974108	4971670	8953355	4855934	3630631
251151	9903675	2541352	9596840	2306848
6886444	7305577	6835865	1172400	7907360
939853	3741524	8582395	9895351	7478226
2746770	3703446	7337015	3452088	3061722
8679766	5435455	7490324	1249587	6963950
2591224	9645377	3181242	256676	5213084
3033973	3959745	250397	1285117	2908116
6112169	4053493	408171	6497391	5173951
7537234	9013069	7560601	7779327	444054
4364948	8781795	5853406	2993770	6741808
6882164	2883696	6103266	7589567	3138849
7854367	4010614	119396	4811227	1261372
9855563	9411169	7042676	1223480	1265903
6953628	8556630	2707810	1946189	696268
4140870	9375462	3195001	2015717	3566827
6079922	8482243	8221144	4121344	377181
5401202	5831498	2148411	3915200	1190504
8837346	3177704	4885143	6994720	9708123
8243758	1764204	8478099	8301677	9607342
654694	7159964	7147679	2702508	4532154
5011423	1217324	1733077	244225	1969741
1212598	2782868	2649872	4812781	1031189
4657503	7939056	393794	7691540	4022791
9458208	4464224	2222492	7344334	1320560
3491437	8344241	7015152	1129864	816980
4834491	7983601	3528266	4834020	4048999
6184582	4046071	8970584	1103218	7159461
5599494	9270434	9716180	4510576	423664
3627708	7026493	7200028	7218275	9986225
6218898	524668	9288980	5338930	7982825
3408742	1874560	6774730	4634001	4005846
3981495	7557034	9306565	1683631	4692048
3264305	4573890	9430819	4376970	7266329
8196888	9424905	7795125	9834752	8288716
1503961	6106701	6591185	1896237	9050958
130848	5926748	8023958	4988483	2452760
4614074	1845652	4427743	6462867	8536246
3413319	4618214	9101836	6464620	746469
8171896	8480546	1310444	6537407	2276214
9369849	9270050	855893	1248103	7522007
582562	9006717	7205100	7026324	318043
1198684	8606889	3124301	6927865	7216384
8249578	3808675	8956077	5866187	3654902
3806648	9171559	3027239	9889108	586949
5325187	1779891	3440347	3401000	3824103
8575773	8147777	4634844	2126009	86292
8549400	8459265	9778811	9000564	1893276
3117788	7405512	5674652	7112683	9382720
5494968	2030807	1359487	5560555	9357477
7517371	4091895	1931221	6952045	1169656
8122241	2756744	1199745	8997911	3485338
1068467	5591285	125415	3282630	6565791
6975592	3306164	7337273	9379326	2260925
3446773	6716582	76000	1954622	2710473
9071331	5290620	4785261	508249	9159115
2246465	8092274	7144961	4891920	7904352
5066587	245033	7089863	6034156	3613018
9691186	3576994	7001597	7061990	3866351
5135951	4008672	610005	3631662	7735873
9462130	6942135	5032574	4797236	9927559
4216338	9154803	6439665	6683335	5293388
5815051	6670106	187110	9729330	4304307
9345366	915648	2709248	8710168	9728861
2402099	398773	3797213	8792015	902286
2831098	4178054	7837635	3199878	1669585
4908174	3504144	206731	2623650	533089
3673283	654363	9221591	3205100	3517200
9472772	3593248	7481259	5966336	1648115
9926771	3677751	1564626	4596841	7425362
5633670	1549428	5596654	2297513	7771204
1368545	8897051	7421797	493341	207798
7636209	9122101	5074482	44499	5869220
7757647	8688374	2647303	9520495	8336610
9238401	7106475	240611	3110542	1984477
1265521	7474489	5718959	5036818	8239123
3114285	9966415	995793	3848171	1251188
4053867	2352112	2388239	679606	474143
6980798	8424701	6701998	2558293	9635989
6533300	713106	4028733	7261833	3913019
1053167	4070767	3340166	5550838	1095688
1142367	9538746	1661883	9964071	8942752
6739076	9201319	9144007	1235822	7965620
5486605	578522	9687546	3119300	3804348
1771969	300133	8430880	5425902	5971875
6446459	6618027	1703346	7443829	3450092
9488419	8507802	9478489	9750727	567425
6008849	8217149	8221014	9579661	9769033
6231113	5611566	5111332	4074295	5093185
1573228	7678375	7951728	7738479	6573381
4284973	8134879	6942570	7165131	4604357
4610366	5559947	9605285	1475107	1077451
6217424	5517601	9423673	847378	5671395
6054544	2883989	1369699	5548096	9043462
336821	2781257	1553024	3674917	1494659
7821178	112915	3057081	2218675	7833288
9981965	8591623	5258002	5616388	2427415
6304260	1366376	8634072	7091142	223499
8573987	865210	7330776	7362644	7405918
3284445	9046324	4133914	6325987	2864160
7426814	9778768	8971340	4441922	4372623
8773750	1855476	3507643	5251831	1143748
7968342	4456988	9174235	4861598	8354221
3433308	8190213	7676112	4916599	5681307
9648639	7147604	6289520	5230986	1048674
5096679	4259965	9422979	8786090	2782432
8841029	7345524	6019055	7158715	8860317
2372688	4456012	1374288	4361228	3142341
7102130	6644588	5812410	5166273	5770503
1643886	2380963	5486956	3128263	2187523
9859749	7871547	6700280	8190329	2643290
3207970	6393946	8683233	3568446	1843090
8001008	4140569	6835169	2627470	737331
6433219	5298652	1185097	3739711	1086131
1662658	5044845	3698267	1614064	8765298
9521753	7840975	8734772	221941	676801
7317270	3143434	1634931	7398279	3626001
5968988	3410954	5647299	8083252	3445153
2859770	9363756	6071879	699510	708244
3169077	6609669	5411872	1290934	3205649
5098774	7797460	8193741	86519	6123308
5211662	9916725	6114197	8179955	1550010
7998123	9835423	7931861	9352032	680132
2107955	1325574	7110355	8447032	7275788
8908676	9936653	2203707	3306378	3187033
9779391	7464956	757964	4014453	406710
9855774	3914461	5472912	6480949	5247100
5776837	5743620	8123669	5476829	2404033
6085764	1778878	8334166	4759686	7321997
5326747	3540060	2980022	2440473	4431200
110437	778409	1791825	5834632	3649476
6944416	1050910	2721660	4922833	4464350
9094486	9537169	1070953	5410060	3907989
4008223	6627597	1448054	7920053	2865570
7903369	3509850	360898	9504308	6297490
2274551	9307148	1771103	2115081	6401113
8464971	3161034	4086236	2128182	8820684
305075	7714976	1913834	9321416	3204467
5928362	9436000	2767382	7404163	1775525
9866101	1045038	4015910	8161677	6952898
5545631	4607536	6362313	4590544	7709675
7008924	8017187	8678618	2708555	2793537
4674103	1832313	5410684	2008430	3495887
9030069	9859497	3059939	4364940	9592024
6210858	1437589	2936925	1436148	6644113
7953503	9274829	9286744	5617478	4690899
9657491	1883624	3916827	7219349	2174345
9149436	1766770	7331627	6451923	8312898
5012847	3070758	2240553	7065992	6761646
1273257	7012210	8925100	4551544	7488040
4273881	3824024	2914223	919688	4929536
5335941	2285717	3114820	9143638	395737
6452619	2968992	3139070	4251578	285956
1682985	894467	8723565	4438772	6163783
7447228	3354703	4155374	788514	6464472
9285532	1804444	8995437	7426995	3370843
5678542	5035034	4249818	476951	6666777
6435401	1875977	6614154	7328312	489136
2354226	8661686	3462295	3476062	4761204
9444045	6481355	374962	380935	656454
9181309	5098532	3502525	9877993	8731713
4652114	139806	4916479	5673931	3236476
8627484	3567825	3380215	3833400	4475143
8551307	7658751	6744801	9883134	194811
6770679	447726	6671098	5693516	2464152
3262009	4784358	6751053	7754889	8100453
6988921	3988719	1135540	1238632	8695965
5569539	7037298	3714685	9328891	62068
26124	240587	9415563	3453326	7793841
3032200	5263649	4797184	6809342	3299911
388578	7904792	7080087	9793267	294608
9411499	5284515	1206951	9773801	3655402
289084	3041200	8197415	5384668	8378998
7661093	9947025	7273450	941034	1977879
1617177	445227	4786486	8673308	730551
1628575	2042952	409421	8133805	6378918
2602441	9548540	9531954	5111117	2202976
512861	5767807	6960547	9283111	1827719
6714230	7602904	9012502	2606280	7870217
6391929	5816923	2730094	3180788	7745147
3097958	1613523	2489717	1696731	7538660
3328749	2789905	6644355	444564	3125834
9773748	7554011	5593765	2217305	1138704
6127704	7868800	9556947	2508205	6727495
4052429	9986196	6648662	6405586	5397590
7754617	3374699	6777392	62327	7964939
2882246	5307483	2266346	6811094	6401422
2067093	1980599	9064663	9415810	7952069
8670504	6771404	9947083	1562998	2572751
8595764	8793441	8191317	8503176	4104936
8799075	7321865	7215118	1786928	7252233
236256	968134	7603765	4129670	9160425
6851088	9159398	1853017	108424	5723526
4331639	8293639	3328041	6848056	7842745
6753044	8594317	7052177	7987782	8136625
7837036	3102241	9059383	3703592	3658184
463381	6372969	8822536	204728	8993953
6549884	5300549	4816052	3116672	5428899
255848	2617604	1875653	7608451	9996386
2183284	8085489	1345868	7404671	9701592
1454338	766351	3988245	7510820	7705875
8221914	1951461	8777496	2685491	6932790
5250493	5088122	6459012	4187408	2628810
780763	7268390	4438397	4417962	7421353
1542139	9059903	5441246	2906802	8701149
1890777	8840458	3057314	7011204	8913887
4439463	2929341	7005221	7714962	2962798
419803	6168913	6632220	1315360	1572419
4980234	1491317	3952531	7949728	9385527
3793852	1467293	288705	6767800	3401743
4370035	7701984	6421792	6798866	6312136
5347194	3435761	5815272	1765865	3358141
5111670	9676328	2049880	323940	4183666
3331861	9223866	9590255	602570	5131856
3643688	252010	5145063	1359001	3749666
6935683	5138698	4676161	1138060	149587
2644620	3831594	7810836	234369	3615483
2700680	5344465	5590509	9665941	1663113
1326313	3356761	4958274	2358783	4165060
1821264	2502433	63319	1751722	2956010
2271995	6100159	3197852	5681176	2313291
1733730	2055752	5421595	5766938	4190813
8998949	2524173	104993	1040449	4285289
328379	189885	4923003	5625977	4112295
2351874	2702071	3188851	9746192	6083046
1589540	6496712	7561886	9181150	5218222
1590562	268776	1787499	9119954	50503
9495070	8178979	4538402	4882957	1859199
74688	5887982	4219802	1330406	9322611
5389143	6039585	2197902	5526560	8313712
8865308	2218557	8654833	703141	4476532
5853380	1117816	8201779	957913	9271872
4202679	3139202	8564512	6486818	1292886
7837661	5850647	4422355	6380162	4984443
1623188	8697742	7378090	383069	222503
7175819	9860718	8722545	3188512	7063020
7948901	7259351	3350619	8519427	3039290
3847060	863751	1789642	4415869	791393
9109155	4125557	4680947	9366624	8494124
9861927	6242528	3208703	1584584	3201911
1756856	5430356	2167474	4635589	3779610
2867237	6617551	8068085	9164708	6676078
7746036	783767	253710	5701945	7735280
5587728	3517865	7805158	7853719	8092233
6068557	8166866	6511871	5507532	2701949
3075597	9104812	5113619	3100935	6860945
190644	8440301	3683142	3091202	5529671
1195453	137478	2035702	6978559	6294070
3294800	3977006	6591958	8499258	39156
8342953	2207255	4600479	7510092	3480721
3006097	1851793	7432250	1990388	2334659
2193291	2450143	8484122	8979642	5950537
2943222	8225443	9015575	9806785	5393176
8733673	3512635	5958767	8811982	2877599
887423	3972212	3861849	5195245	1689996
2748604	801064	7685564	9703174	9003501
5958876	6766545	4191570	5691271	2366797
8316145	2733850	5016383	3780712	2660514
5961310	128497	7704142	1197317	8622586
4605402	9600045	5585020	1191939	1098752
2975111	3231081	7675582	7518128	7398039
4827707	6689965	2131625	9134151	7733551
8563658	1814628	1719440	5778200	2514522
9864136	3284558	3655707	4035834	9006849
7277789	3640663	9047998	2462321	4248052
7658631	8358859	4596762	9115672	6203080
4075446	4167833	6631636	98533	606318
7946708	5634234	3548085	6227731	324283
7710771	1067527	2737622	9425638	6293726
6566790	7643832	7506170	9468799	1427824
2629572	1536027	5721782	682817	3737695
8370322	9034668	4453225	4955778	4450560
7131471	9675117	1378678	949406	5041399
4452990	6420349	9816202	1190897	8804487
153093	2787402	432416	493252	9256245
9648891	2150682	267000	1301610	8153557
2974244	5924390	7839035	2514688	463969
1495825	6150562	8508949	6901201	3910655
1537015	2913303	7716208	3018121	7669155
2417514	6942252	2167328	3605873	7878312
5521564	2209189	1157712	1408462	3123343
6958688	7445386	766694	8210130	8901850
5801906	8336889	9828405	1855324	9533340
2279762	5389692	6769602	8421029	1216313
5708687	6931059	5534194	3229526	3894173
1107086	804108	8095172	7039223	1922819
5180518	1085911	5850664	1397808	5984430
3986653	4531733	7480631	927429	1861926
97048	6650804	1716448	8358538	6723291
3220809	3333460	7941210	3808981	5276008
8436083	9880243	3960942	110835	9907309
387736	5480084	9568471	5169670	2640547
652323	9243586	4678421	3864210	5550739
3692822	3253395	9419113	647610	2704603
7682649	4879710	1571854	9421796	2410705
4681232	3539055	799712	7573107	5132764
7402995	5233455	7166155	1835288	3294253
5142212	4846302	6270748	1220050	3325416
2564240	808577	477110	2895005	7701179
7623112	6587481	6581793	7839883	3278375
5900963	7037689	1590838	4692012	5016018
49338	2204336	9499427	993236	4443290
5332732	1818268	2170967	5646507	8929238
3795733	5550354	2065982	8744251	1910158
1556689	5238535	9795	6519288	3488217
4222701	3450244	1863242	7742352	1619008
8716982	8042334	842528	2276701	9470413
1024748	1206555	1286648	9034069	9100662
9369935	4049921	9893524	3065752	2658502
6424450	2368643	6237924	783205	5460335
3401141	8242866	7706062	9413406	2010392
2911392	8457926	6199578	3254974	5213419
4043205	5710194	9492740	215037	8500088
7756685	2395097	1111463	8726525	4511777
9804448	1964956	5098003	164926	5870803
7168243	1695048	9286747	2899645	8756360
3564760	5928792	3969543	4407418	7066151
619552	2554529	1324968	4542780	6524290
4188202	1088221	5257061	4905417	1158284
9653166	6507859	7656752	7452220	9187477
2277879	5447617	4989887	3136437	41809
5941573	9753591	9220613	7831411	97902
2260048	1989084	221971	3490888	8023120
9630389	6483541	381881	1262698	5689004
860331	8629315	459636	8761100	2458094
5477815	3351826	632639	183060	3993433
6668354	4252954	4301341	9730365	7965847
5369153	9525095	549782	2842630	5498010
6501599	7526854	5043541	4515800	9803369
9153573	4663422	939088	9712036	9715335
4463667	9034244	201554	9840561	2207660
5815490	4165434	3096870	413263	352976
3596615	1249662	5070311	9467814	4289339
7010111	870649	5786929	561094	2121244
3564908	4067944	5797565	4331967	5722960
1519522	6308111	6963303	5321433	9456438
9837141	3024675	6713325	6946955	9265360
3555759	8786414	1913617	3163282	4428837
2854210	1326349	6322875	589871	5350354
4293868	6541109	6280918	9826306	5291450
2270556	4786891	4626134	1448217	7790803
6968599	5317789	2097931	7964781	483602
2290820	1294240	8016415	2708915	7951112
7423198	2137155	8465873	678507	6185523
5144871	5022385	2630538	6050742	4832677
5864713	1272640	7779818	8546976	4722014
1682661	2636250	6372206	1068904	3925341
6405124	5971521	3904325	8014023	3811800
9597221	4616764	2540278	2940236	5164572
4719640	6144370	1326472	6258311	558839
8093540	735895	9111144	8647939	5041855
6919348	2668966	6569732	639409	2105888
991506	8921356	1583134	4824498	9555853
9248252	3273703	1603543	6179779	2151155
7242586	1978331	8301338	2425732	6677657
3161503	2997610	4054458	1713710	8702997
8939714	5939653	9424862	1432081	9659616
1105133	3567697	1875919	9967673	9784553
9488883	2553048	8416484	1294778	5406340
7633432	6073433	9584300	885613	5669398
4716606	3571053	8662464	355155	6850213
3321473	3704690	459762	8913568	4820478
4320843	2096261	4813713	7011606	5362218
1344525	7579953	3392858	3763547	6059579
3596762	96317	5192820	7175620	7938013
9090824	9777054	7304452	912321	7488203
5318367	8467544	5456378	4873974	2952376
5525444	6402538	5299923	8724773	1962367
1525767	3642666	9259954	2582414	3761271
5327087	2518344	6186920	8903518	7375150
5179414	8547916	9063615	8377134	9936184
9054011	8437495	8253927	184879	4547734
4683310	9734251	971119	7376459	1398053
5841580	2198288	798554	9209607	9120980
8445463	2611616	291380	8889138	3419820
5444937	514323	8676180	1062619	7012814
828109	2450183	3365982	1234376	3769857
9376515	1119737	6512907	2336927	8052072
5956629	395354	3685839	5843250	1160804
1422567	2548308	5985534	3044896	4661792
3412411	6079609	8898223	4468886	2091813
7172454	49169	1620519	9400812	9054510
6330321	187997	7904900	5705273	8957112
5229562	9689260	8652337	5858727	692197
6324570	8842810	4469989	5150035	1374170
1615998	4438967	1194626	6892617	178502
551511	4936756	1271870	9121814	7600896
3195286	5695325	2128807	9960143	9144210
4258758	510042	1907005	7910157	7960072
6444688	3085015	4848899	6547591	1216073
2063439	3627364	591882	7075917	3965813
7485094	4390639	3598341	4230915	2008715
6421784	5303148	1397860	492473	9169950
2769768	4292431	2847150	5147820	548785
8293710	9368178	4216074	2355076	9774412
1433879	9016492	7518052	3343786	842676
5128835	6735704	4463694	9337673	6971401
9667232	8869340	7535718	3480810	2037476
9454221	9347293	3226608	5752520	7919960
5721270	370742	2714520	5645453	1560831
4973345	4221017	7957250	7762193	8123561
9540048	79067	6393222	2841392	6843026
3910155	3151121	6281614	7987694	1274591
6245934	4185611	6253810	7600727	3612319
9699261	5159470	9869946	2933517	6716629
3187784	1171807	6872082	4166095	9489435
9498173	4795101	123911	4904910	3463600
4430579	8117074	8289211	2732833	372101
7051137	9251373	4127154	3739581	6567041
2545541	4067579	1456508	4639556	7041514
6619812	9350663	6787941	3134624	3877526
4583798	1641690	1593335	254978	7452847
5399411	9570996	6931283	1299978	983148
871576	503090	7213534	2004238	5129047
3559792	7570127	7863795	2153668	97424
7401611	5967212	907874	3842558	171734
497172	4630401	6284857	3036939	6358690
714269	2500614	385758	4376253	8878619
1542733	8315241	2052532	9042386	6294956
2431697	4650556	1837008	2586078	9443667
3223319	200157	4401366	2001907	5887607
1382366	1080187	3672071	4531645	3942182
2837019	1695029	4549534	7860213	7700808
5799415	5315512	7336322	9665796	6182377
7542015	6022515	6893248	5304452	8566141
530284	3629851	6168045	4312310	9746141
1378848	3029857	7952021	7184878	7082967
7612136	1689281	3845844	5320874	8352781
3518413	4779147	7420523	4138315	6846802
3893508	4494415	5445012	423845	4492419
9480609	2678614	1890423	6219087	5895294
8286430	4351601	5548060	5498520	2998326
2264904	6082717	8402091	3806083	879148
1216824	3966577	1764366	9755650	8117422
346063	6333597	9265239	4112657	1176690
7430988	974590	5909814	1975150	3573128
7357740	8360326	5455169	6663069	1896371
9277085	5094630	7102294	2684619	6424207
3985706	8836500	6441197	8567670	3873142
2639651	8576329	1989272	3609545	7364725
6868623	5339030	7178071	4121534	8448367
1587938	4296307	3496046	7380031	6748391
7753314	4944009	2016099	1961659	6413292
7965752	3199676	4388596	4999554	7156955
9800941	3478215	3038750	2735550	5307808
1889197	7620539	5477800	4244255	9076428
8690345	7892310	5762323	796891	9593918
2104369	6162859	7814767	3466920	6976656
4096914	3518315	8065129	963577	3346481
6404713	7047036	2578596	2426982	5572036
1914214	145627	6808815	5765463	9598206
8248840	1593047	4438075	29495	8476035
4519385	6327360	34048	7677423	4346267
5712596	6947847	1346400	7922719	6101754
8904675	5554035	634121	7225437	416160
4766099	9642034	9591968	8021882	601195
4653012	9408863	2993115	8841359	8677811
95806	4611376	1305523	4914796	6778134
2402025	8632797	2228065	6254430	409919
6956037	4025705	5576458	9966379	3952893
8958815	4581982	792656	6217938	5653646
7683061	8879395	7440868	9723551	6635679
2268040	2719767	5332512	975905	7639151
6633195	9717687	2214127	7752311	4120950
828040	1304517	581868	1044939	8253000
8885069	491882	9388100	3757408	9046630
9772758	8981943	794451	583818	7359361
1823932	3024039	5361921	7436084	3177007
3639732	8379862	2040657	6854634	9979077
304014	715308	6622999	418919	9880245
7589072	6540411	4146053	6656438	6604041
8024196	4247044	4428840	1576126	7176125
3832338	5236978	2681187	3293613	9485260
1212962	5499371	1859196	9125939	2374591
4515565	649537	7258582	3645472	8153277
5941692	4092474	8678969	8861175	9326501
9708260	7590702	6099135	6598271	345615
3009914	8689481	3750526	9858968	5771286
1996381	5573508	417142	3814233	6523823
1448605	3292397	157247	8649096	7392329
6716828	6561746	923543	838275	988074
9549515	7576166	5751878	5677471	8223925
6498537	2697330	2810613	5960094	3644913
2707534	7253737	2506494	6208976	4609144
8242383	3792657	474148	5174025	2903137
6664571	7906409	1302981	6804873	3032488
9985855	460972	1915619	4121629	5317475
135534	9391964	8087213	6626292	3702173
3641252	6432494	4798300	5139390	6134855
789875	2187200	3247337	6190493	603129
8152057	5407412	4516504	913951	9958464
655270	5869179	2794853	1352999	7454584
2316481	323626	9062072	8677537	9518391
1128023	3796391	4888866	4533771	6683722
1740494	5036868	8778352	9232114	4444716
8950926	7291794	6866195	584062	2918857
8032897	6329609	7466969	6988116	250550
1699590	4725826	2976072	9626415	920525
3992289	841105	4053256	5265331	9962001
959814	6042740	4909124	8124285	9777374
3545710	3791435	8800458	3366894	5283007
9366483	2404817	1103403	2716183	6452887
7198408	1832291	7378382	5024989	3006944
1023818	8392495	17411	7800902	1264699
3513820	8624236	4265877	335825	2752554
3809402	2732577	2622857	3574572	5896205
1580093	9346373	3896927	4502329	2964326
702890	4077113	2603042	2970625	8529954
5668581	4841244	11343	9758256	7919160
2031117	8103322	7720144	2684143	5568308
4325169	2338696	8712143	1430428	7777655
5946887	1360875	1681364	742571	1610954
8273316	5728059	9849381	4107522	6180549
7342109	9888631	8051236	9469236	4427679
3878378	7159127	6109953	2256135	3898023
9622828	6521489	3981198	6707273	9330582
2301135	4261476	292251	4925210	7697765
4183878	4522700	7311048	1347183	7137257
7567613	3965670	7463551	2744002	5478391
2624162	2740727	8313942	9174054	8532582
5634457	2008557	1650823	7829793	21098
1460078	3863170	3398261	4669499	8461764
4043201	9728233	9352344	3612379	3162063
6487701	1740337	8841787	1629277	6160194
2521836	8983466	6482043	7702225	9082560
6679135	6866976	9419975	2573539	5803938
